order_id,delivery_date,dispatch_window,customer_id,customer_name,address,city,state,zip,truck_id,product,quantity,unit,board_feet,weight_lbs,lat,lng
SO-728754,2026-07-22,06:30,NEWBGH,Hudson Valley Building Materials,1220 Route 300,Newburgh,NY,12550,T-08,Pine Millwork & Interior Trim,11,bundles,,19352,41.5101,-74.0212
SO-728757,2026-07-22,06:30,KINGBS,Kingston Building Supply,850 Flatbush Ave,Kingston,NY,12401,T-08,LVL Beams 1.75x11.875 18ft,32,pcs,998,3007,41.9385,-73.9905
SO-728761,2026-07-22,06:30,BETHBS,Bethlehem Building Products,2260 Industrial Dr,Bethlehem,PA,18017,T-09,CertainTeed Vinyl Siding D4,6,pallets,,8735,40.6301,-75.3652
SO-728764,2026-07-22,06:30,ABEBS,Lehigh Valley Building Supply,1750 Grammes Rd,Allentown,PA,18103,T-09,Dimensional Lumber 2x10x16,405,pcs,10814,15000,40.6084,-75.49
SO-728767,2026-07-22,06:30,EASTONPA,Forks of the Delaware Building Supply,3700 Sullivan Trail,Easton,PA,18040,T-09,Trex Composite Decking 20ft,363,pcs,,9791,40.6884,-75.2207
SO-728769,2026-07-22,06:30,ABEBS,Lehigh Valley Building Supply,1750 Grammes Rd,Allentown,PA,18103,T-09,"James Hardie Lap Siding 8.25""",2,pallets,,5160,40.6084,-75.49
SO-728771,2026-07-22,06:30,MILFBS,Milford Building Supply,85 Rowe Ave,Milford,CT,06461,T-10,Dimensional Lumber 2x10x16,280,pcs,7476,10373,41.2301,-73.064
SO-728772,2026-07-22,06:30,GUILBS,Shoreline Building Products,2280 Boston Post Rd,Guilford,CT,06437,T-10,"James Hardie Lap Siding 8.25""",5,pallets,,15033,41.2895,-72.6817
SO-728773,2026-07-22,06:30,MILFBS,Milford Building Supply,85 Rowe Ave,Milford,CT,06461,T-10,"James Hardie Lap Siding 8.25""",5,pallets,,13645,41.2301,-73.064
SO-728777,2026-07-22,06:30,IRONBND,Ironbound Building Supply,315 Ferry St,Newark,NJ,07105,T-11,LVL Beams 1.75x11.875 18ft,226,pcs,7051,21480,40.7285,-74.1502
SO-728779,2026-07-22,06:30,EMPIRE,Empire Building Materials,38-20 Review Ave,Long Island City,NY,11101,T-12,"James Hardie Lap Siding 8.25""",7,pallets,,21420,40.7402,-73.9312
SO-728780,2026-07-22,06:30,VALLEYBS,Valley Building Supply,320 King St,Northampton,MA,01060,T-13,"James Hardie Lap Siding 8.25""",4,pallets,,10416,42.3389,-72.6417
SO-728784,2026-07-22,06:30,AMHERSTL,Amherst Lumber,459 University Dr,Amherst,MA,01002,T-13,"OSB 7/16"" 4x8 Sheathing",184,sheets,,8483,42.3672,-72.5312
SO-728787,2026-07-22,06:30,VALLEYBS,Valley Building Supply,320 King St,Northampton,MA,01060,T-13,Trex Composite Decking 20ft,151,pcs,,4082,42.3389,-72.6417
SO-728790,2026-07-22,06:30,OCEANST,Ocean State Lumber,45 Dupont Dr,Providence,RI,02907,T-14,"CDX Plywood 1/2"" 4x8",72,sheets,,3432,41.8005,-71.4506
SO-728794,2026-07-22,06:30,OCEANST,Ocean State Lumber,45 Dupont Dr,Providence,RI,02907,T-14,Trex Composite Decking 20ft,483,pcs,,13033,41.8005,-71.4506
SO-728797,2026-07-22,06:30,NKINGBS,North Kingstown Lumber,7712 Post Rd,North Kingstown,RI,02852,T-14,"CDX Plywood 1/2"" 4x8",72,sheets,,3471,41.5801,-71.4774
SO-728801,2026-07-22,06:30,WARWBS,Warwick Building Products,555 Jefferson Blvd,Warwick,RI,02886,T-14,Trex Composite Decking 20ft,275,pcs,,7436,41.7005,-71.426
SO-728804,2026-07-22,06:30,OCEANST,Ocean State Lumber,45 Dupont Dr,Providence,RI,02907,T-14,"BCI I-Joists 11-7/8"" 20ft",207,pcs,,12861,41.8005,-71.4506
SO-728807,2026-07-22,06:30,CHICBS,Chicopee Building Supply,92 Meadow St,Chicopee,MA,01013,T-15,CertainTeed Vinyl Siding D4,8,pallets,,11881,42.1615,-72.6039
SO-728808,2026-07-22,06:30,84LSPR,84 Lumber #0421,340 Taylor St,Springfield,MA,01105,T-15,"James Hardie Lap Siding 8.25""",5,pallets,,14898,42.1043,-72.5731
SO-728809,2026-07-22,06:30,HOLBROOK,Holbrook Lumber Co,627 Page Blvd,Springfield,MA,01104,T-15,"OSB 7/16"" 4x8 Sheathing",133,sheets,,6111,42.1121,-72.5605
SO-728813,2026-07-22,06:30,CHICBS,Chicopee Building Supply,92 Meadow St,Chicopee,MA,01013,T-15,"James Hardie Lap Siding 8.25""",2,pallets,,5801,42.1615,-72.6039
SO-728817,2026-07-22,06:30,AGAWAMBS,Agawam Building Products,630 Silver St,Agawam,MA,01001,T-15,"CDX Plywood 1/2"" 4x8",79,sheets,,3777,42.0695,-72.6151
SO-728818,2026-07-22,06:30,BRATVT,Brattleboro Home & Lumber,532 Putney Rd,Brattleboro,VT,05301,T-16,Trex Composite Decking 20ft,1592,pcs,,42984,42.8552,-72.5715
SO-728821,2026-07-22,06:30,WPBS,Westchester Building Products,180 Westmoreland Ave,White Plains,NY,10606,T-17,"OSB 7/16"" 4x8 Sheathing",549,sheets,,25237,41.0421,-73.7702
SO-728824,2026-07-22,06:30,WORCBS,Worcester Building Supply,120 Southbridge St,Worcester,MA,01608,T-18,"CDX Plywood 1/2"" 4x8",171,sheets,,8202,42.2751,-71.7997
SO-728827,2026-07-22,06:30,AUBURNBS,Auburn Lumber Co,48 Millbury St,Auburn,MA,01501,T-18,Pine Millwork & Interior Trim,5,bundles,,9382,42.1945,-71.8356
SO-728831,2026-07-22,09:45,NASHOBA,Nashoba Valley Building Supply,100 Powder Mill Rd,Acton,MA,01720,T-02,LVL Beams 1.75x11.875 18ft,50,pcs,1560,4737,42.4851,-71.4328
SO-728833,2026-07-22,09:45,BETHBS,Bethlehem Building Products,2260 Industrial Dr,Bethlehem,PA,18017,T-09,"OSB 7/16"" 4x8 Sheathing",145,sheets,,6659,40.6301,-75.3652
SO-728836,2026-07-22,09:45,MILFBS,Milford Building Supply,85 Rowe Ave,Milford,CT,06461,T-10,CertainTeed Vinyl Siding D4,5,pallets,,6591,41.2301,-73.064
SO-728839,2026-07-22,09:45,CHICBS,Chicopee Building Supply,92 Meadow St,Chicopee,MA,01013,T-15,"James Hardie Lap Siding 8.25""",2,pallets,,4503,42.1615,-72.6039
SO-728841,2026-07-22,09:45,QBCS,Queensboro Construction Supply,47-15 34th St,Long Island City,NY,11101,T-19,CertainTeed Vinyl Siding D4,4,pallets,,6520,40.7431,-73.9265
SO-728845,2026-07-22,09:45,GSMILL,Garden State Millwork,480 Frelinghuysen Ave,Newark,NJ,07114,T-20,Dimensional Lumber 2x10x16,262,pcs,6995,9704,40.7059,-74.1735
SO-728846,2026-07-22,09:45,DANBS,Danbury Building Supply,57 Shelter Rock Rd,Danbury,CT,06810,T-21,CertainTeed Vinyl Siding D4,7,pallets,,9574,41.4015,-73.4501
SO-728850,2026-07-22,09:45,NEWBGH,Hudson Valley Building Materials,1220 Route 300,Newburgh,NY,12550,T-22,LVL Beams 1.75x11.875 18ft,64,pcs,1997,6043,41.5101,-74.0212
SO-728853,2026-07-22,09:45,WPBS,Westchester Building Products,180 Westmoreland Ave,White Plains,NY,10606,T-23,Dimensional Lumber 2x10x16,369,pcs,9852,13642,41.0421,-73.7702
SO-728857,2026-07-22,09:45,BFSALB,Builders FirstSource Albany,926 Broadway,Albany,NY,12207,T-25,"James Hardie Lap Siding 8.25""",12,pallets,,35930,42.6598,-73.7405
SO-728859,2026-07-23,06:30,LEEBS,Lee Building Products,180 Pleasant St,Lee,MA,01238,T-01,Pine Millwork & Interior Trim,20,bundles,,36206,42.3042,-73.2482
SO-728860,2026-07-23,06:30,NATWOB,National Lumber Woburn,245 Salem St,Woburn,MA,01801,T-02,CertainTeed Vinyl Siding D4,16,pallets,,23588,42.4855,-71.145
SO-728862,2026-07-23,06:30,BFSALB,Builders FirstSource Albany,926 Broadway,Albany,NY,12207,T-03,Pine Millwork & Interior Trim,9,bundles,,16717,42.6598,-73.7405
SO-728864,2026-07-23,06:30,SCHENBS,Schenectady Lumber,1680 Chrisler Ave,Schenectady,NY,12303,T-03,Dimensional Lumber 2x10x16,96,pcs,2563,3570,42.8025,-73.9401
SO-728868,2026-07-23,06:30,NELUMB,Northeast Lumber,533 S Broad St,Meriden,CT,06450,T-04,CertainTeed Vinyl Siding D4,17,pallets,,24632,41.5462,-72.8112
SO-728871,2026-07-23,06:30,NLONBS,Whaling City Building Supply,351 Broad St,New London,CT,06320,T-05,"BCI I-Joists 11-7/8"" 20ft",154,pcs,,9561,41.3502,-72.1023
SO-728874,2026-07-23,06:30,WILLIBS,Windham Building Products,1548 W Main St,Willimantic,CT,06226,T-05,CertainTeed Vinyl Siding D4,3,pallets,,4964,41.7106,-72.2081
SO-728877,2026-07-23,06:30,WILLIBS,Windham Building Products,1548 W Main St,Willimantic,CT,06226,T-05,LVL Beams 1.75x11.875 18ft,148,pcs,4618,14096,41.7106,-72.2081
SO-728878,2026-07-23,06:30,STAMBS,Stamford Building Materials,80 Harvard Ave,Stamford,CT,06902,T-06,Dimensional Lumber 2x10x16,688,pcs,18370,25449,41.0598,-73.5405
SO-728880,2026-07-23,06:30,MANCHBS,Manchester Building Products,391 W Middle Tpke,Manchester,CT,06040,T-07,LVL Beams 1.75x11.875 18ft,85,pcs,2652,8062,41.7759,-72.5215
SO-728881,2026-07-23,06:30,NEWBRIT,Hardware City Building Supply,225 Christian Ln,New Britain,CT,06051,T-07,"CDX Plywood 1/2"" 4x8",174,sheets,,8351,41.6687,-72.7799
SO-728884,2026-07-23,06:30,NEWBRIT,Hardware City Building Supply,225 Christian Ln,New Britain,CT,06051,T-07,Dimensional Lumber 2x10x16,98,pcs,2617,3635,41.6687,-72.7799
SO-728887,2026-07-23,06:30,REXHART,Rex Lumber Hartford,610 Wethersfield Ave,Hartford,CT,06114,T-07,Pine Millwork & Interior Trim,5,bundles,,8383,41.742,-72.6689
SO-728889,2026-07-23,06:30,84LHART,84 Lumber #0388,145 Leibert Rd,Hartford,CT,06120,T-07,"OSB 7/16"" 4x8 Sheathing",210,sheets,,9667,41.7889,-72.6683
SO-728891,2026-07-23,06:30,REXHART,Rex Lumber Hartford,610 Wethersfield Ave,Hartford,CT,06114,T-07,"James Hardie Lap Siding 8.25""",1,pallets,,3636,41.742,-72.6689
SO-728893,2026-07-23,06:30,NEWBGH,Hudson Valley Building Materials,1220 Route 300,Newburgh,NY,12550,T-08,"BCI I-Joists 11-7/8"" 20ft",202,pcs,,12501,41.5101,-74.0212
SO-728896,2026-07-23,06:30,ORANGEBS,Orange County Building Supply,33 Dolson Ave,Middletown,NY,10940,T-08,"BCI I-Joists 11-7/8"" 20ft",136,pcs,,8413,41.4459,-74.4229
SO-728899,2026-07-23,06:30,BETHBS,Bethlehem Building Products,2260 Industrial Dr,Bethlehem,PA,18017,T-09,Trex Composite Decking 20ft,134,pcs,,3626,40.6301,-75.3652
SO-728903,2026-07-23,06:30,EASTONPA,Forks of the Delaware Building Supply,3700 Sullivan Trail,Easton,PA,18040,T-09,Trex Composite Decking 20ft,166,pcs,,4471,40.6884,-75.2207
SO-728906,2026-07-23,06:30,ABEBS,Lehigh Valley Building Supply,1750 Grammes Rd,Allentown,PA,18103,T-09,Pine Millwork & Interior Trim,3,bundles,,4960,40.6084,-75.49
SO-728909,2026-07-23,06:30,SCRANBS,Scranton Lumber & Supply,1130 Capouse Ave,Scranton,PA,18509,T-09,"BCI I-Joists 11-7/8"" 20ft",234,pcs,,14501,41.4102,-75.6605
SO-728911,2026-07-23,06:30,GUILBS,Shoreline Building Products,2280 Boston Post Rd,Guilford,CT,06437,T-10,CertainTeed Vinyl Siding D4,4,pallets,,6047,41.2895,-72.6817
SO-728912,2026-07-23,06:30,NATNH,National Lumber New Haven,20 Lenox St,New Haven,CT,06513,T-10,Dimensional Lumber 2x10x16,269,pcs,7182,9952,41.3162,-72.8989
SO-728916,2026-07-23,06:30,GUILBS,Shoreline Building Products,2280 Boston Post Rd,Guilford,CT,06437,T-10,Dimensional Lumber 2x10x16,293,pcs,7823,10844,41.2895,-72.6817
SO-728919,2026-07-23,06:30,ELMCITY,Elm City Building Products,480 Grand Ave,New Haven,CT,06511,T-10,"James Hardie Lap Siding 8.25""",5,pallets,,13900,41.3055,-72.9104
SO-728921,2026-07-23,06:30,PATERBS,Silk City Building Materials,245 E Railway Ave,Paterson,NJ,07503,T-11,Trex Composite Decking 20ft,234,pcs,,6331,40.9105,-74.1602
SO-728922,2026-07-23,06:30,84LPARS,84 Lumber #2210,1159 US-46,Parsippany,NJ,07054,T-11,"BCI I-Joists 11-7/8"" 20ft",114,pcs,,7053,40.8602,-74.4205
SO-728924,2026-07-23,06:30,IRONBND,Ironbound Building Supply,315 Ferry St,Newark,NJ,07105,T-11,"BCI I-Joists 11-7/8"" 20ft",229,pcs,,14188,40.7285,-74.1502
SO-728928,2026-07-23,06:30,84LPARS,84 Lumber #2210,1159 US-46,Parsippany,NJ,07054,T-11,"CDX Plywood 1/2"" 4x8",226,sheets,,10836,40.8602,-74.4205
SO-728932,2026-07-23,06:30,EMPIRE,Empire Building Materials,38-20 Review Ave,Long Island City,NY,11101,T-12,"CDX Plywood 1/2"" 4x8",144,sheets,,6897,40.7402,-73.9312
SO-728933,2026-07-23,06:30,EMPIRE,Empire Building Materials,38-20 Review Ave,Long Island City,NY,11101,T-12,"BCI I-Joists 11-7/8"" 20ft",83,pcs,,5151,40.7402,-73.9312
SO-728937,2026-07-23,06:30,BRONXBS,Hunts Point Building Materials,740 Barretto St,Bronx,NY,10474,T-12,CertainTeed Vinyl Siding D4,8,pallets,,11491,40.8155,-73.8918
SO-728940,2026-07-23,06:30,BRONXBS,Hunts Point Building Materials,740 Barretto St,Bronx,NY,10474,T-12,"OSB 7/16"" 4x8 Sheathing",181,sheets,,8330,40.8155,-73.8918
SO-728944,2026-07-23,06:30,SDEERF,South Deerfield Lumber,260 Greenfield Rd,South Deerfield,MA,01373,T-13,Trex Composite Decking 20ft,323,pcs,,8727,42.4777,-72.6079
SO-728946,2026-07-23,06:30,GREENF,Franklin County Building Supply,89 French King Hwy,Greenfield,MA,01301,T-13,LVL Beams 1.75x11.875 18ft,65,pcs,2028,6196,42.6039,-72.5541
SO-728947,2026-07-23,06:30,AMHERSTL,Amherst Lumber,459 University Dr,Amherst,MA,01002,T-13,CertainTeed Vinyl Siding D4,9,pallets,,13131,42.3672,-72.5312
SO-728951,2026-07-23,06:30,VALLEYBS,Valley Building Supply,320 King St,Northampton,MA,01060,T-13,"CDX Plywood 1/2"" 4x8",127,sheets,,6078,42.3389,-72.6417
SO-728954,2026-07-23,06:30,BFSPROV,Builders FirstSource Providence,260 Kinsley Ave,Providence,RI,02903,T-14,"James Hardie Lap Siding 8.25""",13,pallets,,38371,41.8221,-71.4302
SO-728958,2026-07-23,06:30,HOLBROOK,Holbrook Lumber Co,627 Page Blvd,Springfield,MA,01104,T-15,LVL Beams 1.75x11.875 18ft,217,pcs,6770,20595,42.1121,-72.5605
SO-728959,2026-07-23,06:30,BRATVT,Brattleboro Home & Lumber,532 Putney Rd,Brattleboro,VT,05301,T-16,"James Hardie Lap Siding 8.25""",2,pallets,,5016,42.8552,-72.5715
SO-728963,2026-07-23,06:30,BRATVT,Brattleboro Home & Lumber,532 Putney Rd,Brattleboro,VT,05301,T-16,"James Hardie Lap Siding 8.25""",4,pallets,,12090,42.8552,-72.5715
SO-728965,2026-07-23,06:30,BRATVT,Brattleboro Home & Lumber,532 Putney Rd,Brattleboro,VT,05301,T-16,"James Hardie Lap Siding 8.25""",1,pallets,,3060,42.8552,-72.5715
SO-728967,2026-07-23,06:30,NEWROCH,Sound Shore Building Supply,379 Main St,New Rochelle,NY,10801,T-17,Dimensional Lumber 2x10x16,347,pcs,9265,12831,40.9115,-73.7824
SO-728968,2026-07-23,06:30,WPBS,Westchester Building Products,180 Westmoreland Ave,White Plains,NY,10606,T-17,Trex Composite Decking 20ft,184,pcs,,4962,41.0421,-73.7702
SO-728972,2026-07-23,06:30,NEWROCH,Sound Shore Building Supply,379 Main St,New Rochelle,NY,10801,T-17,"OSB 7/16"" 4x8 Sheathing",118,sheets,,5438,40.9115,-73.7824
SO-728975,2026-07-23,06:30,YONKBS,Yonkers Lumber Co,1088 Saw Mill River Rd,Yonkers,NY,10710,T-17,Pine Millwork & Interior Trim,5,bundles,,9792,40.9385,-73.8905
SO-728976,2026-07-23,06:30,WPBS,Westchester Building Products,180 Westmoreland Ave,White Plains,NY,10606,T-17,Dimensional Lumber 2x10x16,111,pcs,2964,4103,41.0421,-73.7702
SO-728978,2026-07-23,09:45,NLONBS,Whaling City Building Supply,351 Broad St,New London,CT,06320,T-05,"OSB 7/16"" 4x8 Sheathing",152,sheets,,6990,41.3502,-72.1023
SO-728981,2026-07-23,09:45,MANCHBS,Manchester Building Products,391 W Middle Tpke,Manchester,CT,06040,T-07,CertainTeed Vinyl Siding D4,4,pallets,,6262,41.7759,-72.5215
SO-728985,2026-07-23,09:45,IRONBND,Ironbound Building Supply,315 Ferry St,Newark,NJ,07105,T-11,"James Hardie Lap Siding 8.25""",3,pallets,,7894,40.7285,-74.1502
SO-728989,2026-07-23,09:45,HICKBS,Hicksville Building Supply,300 Duffy Ave,Hicksville,NY,11801,T-12,Dimensional Lumber 2x10x16,242,pcs,6461,8943,40.7712,-73.5205
SO-728992,2026-07-23,09:45,AMHERSTL,Amherst Lumber,459 University Dr,Amherst,MA,01002,T-13,"BCI I-Joists 11-7/8"" 20ft",76,pcs,,4730,42.3672,-72.5312
SO-728993,2026-07-23,09:45,VALLEYBS,Valley Building Supply,320 King St,Northampton,MA,01060,T-13,"BCI I-Joists 11-7/8"" 20ft",120,pcs,,7455,42.3389,-72.6417
SO-728994,2026-07-23,09:45,NEWROCH,Sound Shore Building Supply,379 Main St,New Rochelle,NY,10801,T-17,"CDX Plywood 1/2"" 4x8",203,sheets,,9759,40.9115,-73.7824
SO-728998,2026-07-23,09:45,CAPDIST,Capital District Building Supply,1218 Central Ave,Albany,NY,12205,T-19,"James Hardie Lap Siding 8.25""",4,pallets,,10296,42.7105,-73.8202
SO-729002,2026-07-23,09:45,84LSPR,84 Lumber #0421,340 Taylor St,Springfield,MA,01105,T-20,Dimensional Lumber 2x10x16,218,pcs,5821,8081,42.1043,-72.5731
SO-729003,2026-07-23,09:45,NATWOB,National Lumber Woburn,245 Salem St,Woburn,MA,01801,T-21,Trex Composite Decking 20ft,243,pcs,,6550,42.4855,-71.145
SO-729004,2026-07-23,09:45,NELUMB,Northeast Lumber,533 S Broad St,Meriden,CT,06450,T-22,Pine Millwork & Interior Trim,5,bundles,,8747,41.5462,-72.8112
SO-729005,2026-07-23,09:45,STAMBS,Stamford Building Materials,80 Harvard Ave,Stamford,CT,06902,T-23,CertainTeed Vinyl Siding D4,6,pallets,,8659,41.0598,-73.5405
SO-729006,2026-07-23,09:45,BFSPROV,Builders FirstSource Providence,260 Kinsley Ave,Providence,RI,02903,T-25,Trex Composite Decking 20ft,1411,pcs,,38098,41.8221,-71.4302
SO-729010,2026-07-24,06:30,BENNVT,Bennington Building Supply,121 Depot St,Bennington,VT,05201,T-01,"BCI I-Joists 11-7/8"" 20ft",249,pcs,,15413,42.8795,-73.1925
SO-729012,2026-07-24,06:30,BENNVT,Bennington Building Supply,121 Depot St,Bennington,VT,05201,T-01,"James Hardie Lap Siding 8.25""",5,pallets,,15112,42.8795,-73.1925
SO-729016,2026-07-24,06:30,LEEBS,Lee Building Products,180 Pleasant St,Lee,MA,01238,T-01,"OSB 7/16"" 4x8 Sheathing",236,sheets,,10875,42.3042,-73.2482
SO-729019,2026-07-24,06:30,LEEBS,Lee Building Products,180 Pleasant St,Lee,MA,01238,T-01,"BCI I-Joists 11-7/8"" 20ft",73,pcs,,4534,42.3042,-73.2482
SO-729020,2026-07-24,06:30,BFSFRAM,Builders FirstSource Framingham,350 Irving St,Framingham,MA,01702,T-02,"James Hardie Lap Siding 8.25""",5,pallets,,14760,42.2989,-71.4308
SO-729021,2026-07-24,06:30,NASHOBA,Nashoba Valley Building Supply,100 Powder Mill Rd,Acton,MA,01720,T-02,"CDX Plywood 1/2"" 4x8",146,sheets,,7003,42.4851,-71.4328
SO-729023,2026-07-24,06:30,BFSFRAM,Builders FirstSource Framingham,350 Irving St,Framingham,MA,01702,T-02,"BCI I-Joists 11-7/8"" 20ft",236,pcs,,14604,42.2989,-71.4308
SO-729025,2026-07-24,06:30,MARLBS,Marlborough Builders Supply,31 Sasseville Way,Marlborough,MA,01752,T-02,Dimensional Lumber 2x10x16,301,pcs,8037,11150,42.3459,-71.5522
SO-729026,2026-07-24,06:30,BFSALB,Builders FirstSource Albany,926 Broadway,Albany,NY,12207,T-03,Dimensional Lumber 2x10x16,116,pcs,3097,4277,42.6598,-73.7405
SO-729027,2026-07-24,06:30,TROYBS,Collar City Building Supply,621 River St,Troy,NY,12180,T-03,"OSB 7/16"" 4x8 Sheathing",191,sheets,,8772,42.7284,-73.6918
SO-729029,2026-07-24,06:30,CAPDIST,Capital District Building Supply,1218 Central Ave,Albany,NY,12205,T-03,"BCI I-Joists 11-7/8"" 20ft",109,pcs,,6733,42.7105,-73.8202
SO-729031,2026-07-24,06:30,BFSALB,Builders FirstSource Albany,926 Broadway,Albany,NY,12207,T-03,Pine Millwork & Interior Trim,8,bundles,,13817,42.6598,-73.7405
SO-729034,2026-07-24,06:30,MIDDBS,Middlesex Building Products,440 Newfield St,Middletown,CT,06457,T-04,CertainTeed Vinyl Siding D4,7,pallets,,9807,41.5701,-72.6595
SO-729038,2026-07-24,06:30,WATBS,Brass City Building Supply,2100 S Main St,Waterbury,CT,06706,T-04,"CDX Plywood 1/2"" 4x8",190,sheets,,9103,41.5661,-73.0405
SO-729039,2026-07-24,06:30,NELUMB,Northeast Lumber,533 S Broad St,Meriden,CT,06450,T-04,Pine Millwork & Interior Trim,4,bundles,,6567,41.5462,-72.8112
SO-729043,2026-07-24,06:30,NORWICH,Rose City Lumber,224 W Main St,Norwich,CT,06360,T-05,"BCI I-Joists 11-7/8"" 20ft",202,pcs,,12516,41.532,-72.0801
SO-729044,2026-07-24,06:30,NORWICH,Rose City Lumber,224 W Main St,Norwich,CT,06360,T-05,"James Hardie Lap Siding 8.25""",3,pallets,,7853,41.532,-72.0801
SO-729045,2026-07-24,06:30,WILLIBS,Windham Building Products,1548 W Main St,Willimantic,CT,06226,T-05,"CDX Plywood 1/2"" 4x8",99,sheets,,4745,41.7106,-72.2081
SO-729046,2026-07-24,06:30,WILLIBS,Windham Building Products,1548 W Main St,Willimantic,CT,06226,T-05,"James Hardie Lap Siding 8.25""",1,pallets,,3767,41.7106,-72.2081
SO-729048,2026-07-24,06:30,DANBS,Danbury Building Supply,57 Shelter Rock Rd,Danbury,CT,06810,T-06,LVL Beams 1.75x11.875 18ft,114,pcs,3557,10867,41.4015,-73.4501
SO-729052,2026-07-24,06:30,NORWBS,Norwalk Lumber & Millwork,120 Water St,Norwalk,CT,06854,T-06,Pine Millwork & Interior Trim,4,bundles,,7122,41.1177,-73.4079
SO-729055,2026-07-24,06:30,BPTBS,Park City Building Products,480 Iranistan Ave,Bridgeport,CT,06604,T-06,"James Hardie Lap Siding 8.25""",4,pallets,,10862,41.1932,-73.201
SO-729059,2026-07-24,06:30,STAMBS,Stamford Building Materials,80 Harvard Ave,Stamford,CT,06902,T-06,CertainTeed Vinyl Siding D4,6,pallets,,8144,41.0598,-73.5405
SO-729063,2026-07-24,06:30,RIDGEBS,Ridgefield Supply Co,29 Prospect St,Ridgefield,CT,06877,T-06,LVL Beams 1.75x11.875 18ft,47,pcs,1466,4457,41.2812,-73.4986
SO-729066,2026-07-24,06:30,REXHART,Rex Lumber Hartford,610 Wethersfield Ave,Hartford,CT,06114,T-07,"James Hardie Lap Siding 8.25""",6,pallets,,17750,41.742,-72.6689
SO-729069,2026-07-24,06:30,MANCHBS,Manchester Building Products,391 W Middle Tpke,Manchester,CT,06040,T-07,"OSB 7/16"" 4x8 Sheathing",68,sheets,,3110,41.7759,-72.5215
SO-729073,2026-07-24,06:30,NEWBGH,Hudson Valley Building Materials,1220 Route 300,Newburgh,NY,12550,T-08,"CDX Plywood 1/2"" 4x8",245,sheets,,11740,41.5101,-74.0212
SO-729074,2026-07-24,06:30,84LPOK,84 Lumber #1146,600 Violet Ave,Poughkeepsie,NY,12601,T-08,"BCI I-Joists 11-7/8"" 20ft",85,pcs,,5258,41.6805,-73.9385
SO-729078,2026-07-24,06:30,SCRANBS,Scranton Lumber & Supply,1130 Capouse Ave,Scranton,PA,18509,T-09,"James Hardie Lap Siding 8.25""",7,pallets,,19862,41.4102,-75.6605
SO-729082,2026-07-24,06:30,NATNH,National Lumber New Haven,20 Lenox St,New Haven,CT,06513,T-10,"OSB 7/16"" 4x8 Sheathing",444,sheets,,20445,41.3162,-72.8989
SO-729086,2026-07-24,06:30,84LPARS,84 Lumber #2210,1159 US-46,Parsippany,NJ,07054,T-11,"James Hardie Lap Siding 8.25""",8,pallets,,22863,40.8602,-74.4205
SO-729090,2026-07-24,06:30,HICKBS,Hicksville Building Supply,300 Duffy Ave,Hicksville,NY,11801,T-12,LVL Beams 1.75x11.875 18ft,403,pcs,12574,38251,40.7712,-73.5205
SO-729091,2026-07-24,06:30,VALLEYBS,Valley Building Supply,320 King St,Northampton,MA,01060,T-13,Pine Millwork & Interior Trim,13,bundles,,23951,42.3389,-72.6417
SO-729095,2026-07-24,06:30,OCEANST,Ocean State Lumber,45 Dupont Dr,Providence,RI,02907,T-14,"BCI I-Joists 11-7/8"" 20ft",138,pcs,,8553,41.8005,-71.4506
SO-729099,2026-07-24,06:30,WARWBS,Warwick Building Products,555 Jefferson Blvd,Warwick,RI,02886,T-14,"BCI I-Joists 11-7/8"" 20ft",210,pcs,,13022,41.7005,-71.426
SO-729101,2026-07-24,06:30,HOLBROOK,Holbrook Lumber Co,627 Page Blvd,Springfield,MA,01104,T-15,LVL Beams 1.75x11.875 18ft,213,pcs,6646,20275,42.1121,-72.5605
SO-729104,2026-07-24,06:30,BRATVT,Brattleboro Home & Lumber,532 Putney Rd,Brattleboro,VT,05301,T-16,LVL Beams 1.75x11.875 18ft,100,pcs,3120,9522,42.8552,-72.5715
SO-729108,2026-07-24,06:30,BRATVT,Brattleboro Home & Lumber,532 Putney Rd,Brattleboro,VT,05301,T-16,"James Hardie Lap Siding 8.25""",3,pallets,,8496,42.8552,-72.5715
SO-729109,2026-07-24,06:30,YONKBS,Yonkers Lumber Co,1088 Saw Mill River Rd,Yonkers,NY,10710,T-17,"James Hardie Lap Siding 8.25""",2,pallets,,5845,40.9385,-73.8905
SO-729113,2026-07-24,06:30,YONKBS,Yonkers Lumber Co,1088 Saw Mill River Rd,Yonkers,NY,10710,T-17,"BCI I-Joists 11-7/8"" 20ft",87,pcs,,5418,40.9385,-73.8905
SO-729116,2026-07-24,06:30,NEWROCH,Sound Shore Building Supply,379 Main St,New Rochelle,NY,10801,T-17,Trex Composite Decking 20ft,400,pcs,,10795,40.9115,-73.7824
SO-729118,2026-07-24,06:30,WPBS,Westchester Building Products,180 Westmoreland Ave,White Plains,NY,10606,T-17,Pine Millwork & Interior Trim,8,bundles,,14324,41.0421,-73.7702
SO-729122,2026-07-24,06:30,WPBS,Westchester Building Products,180 Westmoreland Ave,White Plains,NY,10606,T-17,"BCI I-Joists 11-7/8"" 20ft",187,pcs,,11570,41.0421,-73.7702
SO-729123,2026-07-24,06:30,AUBURNBS,Auburn Lumber Co,48 Millbury St,Auburn,MA,01501,T-18,"BCI I-Joists 11-7/8"" 20ft",152,pcs,,9436,42.1945,-71.8356
